asset_name,license_type,commercial_use,confidence,detection_source,license_file
dpdfnet2.onnx,exhausted,unknown,high,scan_exhausted,
dpdfnet2_48khz_hr.onnx,exhausted,unknown,high,scan_exhausted,
dpdfnet4.onnx,exhausted,unknown,high,scan_exhausted,
dpdfnet8.onnx,exhausted,unknown,high,scan_exhausted,
dpdfnet_baseline.onnx,exhausted,unknown,high,scan_exhausted,
gtcrn_simple.onnx,exhausted,unknown,high,scan_exhausted,
