asset_name,license_type,commercial_use,confidence,detection_source,license_file
sherpa-onnx-qnn-18-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-18-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-18-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-18-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-18-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-18-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-2-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-2-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-2-seconds-zipformer-ctc-zh-2025-12-22-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-2-seconds-zipformer-ctc-zh-2025-12-22-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-20-seconds-paraformer-zh-2023-03-28-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-20-seconds-paraformer-zh-2023-03-28-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-20-seconds-paraformer-zh-2025-10-07-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-20-seconds-paraformer-zh-2025-10-07-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-20-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-20-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-20-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-20-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-20-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-20-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-23-seconds-paraformer-zh-2023-03-28-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-23-seconds-paraformer-zh-2023-03-28-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-23-seconds-paraformer-zh-2025-10-07-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-23-seconds-paraformer-zh-2025-10-07-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-23-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-23-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-23-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-23-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-23-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-23-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-25-seconds-paraformer-zh-2023-03-28-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-25-seconds-paraformer-zh-2023-03-28-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-25-seconds-paraformer-zh-2025-10-07-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-25-seconds-paraformer-zh-2025-10-07-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-25-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-25-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-25-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-25-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-25-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-25-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-28-seconds-paraformer-zh-2023-03-28-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-28-seconds-paraformer-zh-2023-03-28-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-28-seconds-paraformer-zh-2025-10-07-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-28-seconds-paraformer-zh-2025-10-07-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-28-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-28-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-28-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-28-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-28-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-28-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-3-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-3-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-3-seconds-zipformer-ctc-zh-2025-12-22-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-3-seconds-zipformer-ctc-zh-2025-12-22-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-30-seconds-paraformer-zh-2023-03-28-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-30-seconds-paraformer-zh-2023-03-28-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-30-seconds-paraformer-zh-2025-10-07-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-30-seconds-paraformer-zh-2025-10-07-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-30-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-30-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-30-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-30-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-30-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-30-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-4-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-4-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-4-seconds-zipformer-ctc-zh-2025-12-22-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-4-seconds-zipformer-ctc-zh-2025-12-22-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-paraformer-zh-2023-03-28-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-paraformer-zh-2023-03-28-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-paraformer-zh-2025-10-07-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-paraformer-zh-2025-10-07-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-zipformer-ctc-zh-2025-12-12-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-zipformer-ctc-zh-2025-12-12-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-zipformer-ctc-zh-2025-12-22-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-5-seconds-zipformer-ctc-zh-2025-12-22-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-6-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-6-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-6-seconds-zipformer-ctc-zh-2025-12-22-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-6-seconds-zipformer-ctc-zh-2025-12-22-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-7-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-7-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-7-seconds-zipformer-ctc-zh-2025-12-22-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-7-seconds-zipformer-ctc-zh-2025-12-22-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-8-seconds-paraformer-zh-2023-03-28-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-8-seconds-paraformer-zh-2023-03-28-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-8-seconds-paraformer-zh-2025-10-07-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-8-seconds-paraformer-zh-2025-10-07-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-8-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-8-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-8-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-8-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-8-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-8-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-9-seconds-zipformer-ctc-zh-2025-07-03-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-9-seconds-zipformer-ctc-zh-2025-07-03-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-9-seconds-zipformer-ctc-zh-2025-12-22-int8-android-aarch64.tar.bz2,exhausted,unknown,high,scan_exhausted,
sherpa-onnx-qnn-9-seconds-zipformer-ctc-zh-2025-12-22-int8-linux-x64.tar.bz2,exhausted,unknown,high,scan_exhausted,
